,Proton Number,Nucleon Number,Binding Energy
251,19.0,35,0.27216696701399457
252,20.0,35,0.25481246799999724
253,21.0,35,0.2319144169999987
254,11.0,36,0.23112125099999759
255,12.0,36,0.25563065100000415
256,13.0,36,0.2690527719999949
257,14.0,36,0.28642952869900284
258,15.0,36,0.2932403030899877
259,16.0,36,0.30264787574799357
260,17.0,36,0.3005063487179953
261,18.0,36,0.3002155063139966
262,19.0,36,0.28640794320299534
263,20.0,36,0.2744477447719973
264,21.0,36,0.25085832199999913
265,11.0,37,0.2318938979999956
266,12.0,37,0.255803487284993
267,13.0,37,0.27319563899999366
268,14.0,37,0.28856802717900365
269,15.0,37,0.2999859369979987
270,16.0,37,0.30688215949999886
271,17.0,37,0.31074470453699377
272,18.0,37,0.30893126376899005
273,19.0,37,0.30178704640999854
274,20.0,37,0.28912910258100055
275,21.0,37,0.2712220020000018
276,22.0,37,0.24884344899999888
277,11.0,38,0.23112760200000082
278,12.0,38,0.2579440199999965
279,13.0,38,0.27453898899999274
280,14.0,38,0.29416808699999564
281,15.0,38,0.30361380924499315
282,16.0,38,0.3148469676999923
283,17.0,38,0.316782310152
284,18.0,38,0.3206964130380001
285,19.0,38,0.3137854828659954
286,20.0,38,0.306046803386991
287,21.0,38,0.28724722199999775
288,22.0,38,0.2706362139999925
289,11.0,39,0.2310604870000006
290,12.0,39,0.2572475489999917
291,13.0,39,0.27752182999999775
292,14.0,39,0.2956808789999954
293,15.0,39,0.309767859684996
294,16.0,39,0.31915038564999776
295,17.0,39,0.32478441141899594
296,18.0,39,0.32722456255299903
297,19.0,39,0.32678926263257324
298,20.0,39,0.31926823495899725
299,21.0,39,0.30516520875698916
300,22.0,39,0.2875011959999938
301,23.0,39,0.2664418699999942
302,12.0,40,0.2584763860000052
303,13.0,40,0.27819485999999216
304,14.0,40,0.30033613022899885
305,15.0,40,0.3131348722489946
306,16.0,40,0.32682573570899365
307,17.0,40,0.3305432011540006
308,18.0,40,0.3370213133807596
309,19.0,40,0.3345177083849933
310,20.0,40,0.3348279186499923
311,21.0,40,0.3195124669749987
312,22.0,40,0.3069886690739949
313,23.0,40,0.28453670299999345
314,12.0,41,0.25793073699999525
315,13.0,41,0.2804282459999925
316,14.0,41,0.30080679900000007
317,15.0,41,0.3179771259999953
318,16.0,41,0.33099849711899765
319,17.0,41,0.33829270722499416
320,18.0,41,0.34304996932999643
321,19.0,41,0.34454068656158654
322,20.0,41,0.34311927044499413
323,21.0,41,0.33562716724699015
324,22.0,41,0.32168921199999545
325,23.0,41,0.30468997700000244
326,24.0,41,0.2836008589999963
327,13.0,42,0.28103238199999936
328,14.0,42,0.30516938199999544
329,15.0,42,0.3199087376599934
330,16.0,42,0.3376283918999903
331,17.0,42,0.3438185979999986
332,18.0,42,0.35240441885299845
333,19.0,42,0.352003454044997
334,20.0,42,0.3545268468199936
335,21.0,42,0.347103965334
336,22.0,42,0.3390910374609959
337,23.0,42,0.3206155799999948
338,24.0,42,0.3049439509999985
339,13.0,43,0.2827555799999928
340,14.0,43,0.3056832109999945
341,15.0,43,0.32396235899999226
342,16.0,43,0.3401889918149905
343,17.0,43,0.3511466952999953
344,18.0,43,0.35799283186398867
345,19.0,43,0.36155599336899513
346,20.0,43,0.36238849928899697
347,21.0,43,0.35916895432499274
348,22.0,43,0.3513000409799929
349,23.0,43,0.338906853999994
350,24.0,43,0.32196906499999756
351,25.0,43,0.30163964299999435
352,14.0,44,0.30870515399999476
353,15.0,44,0.32589596299999357
354,16.0,44,0.34519935437399596
355,17.0,44,0.35546811134199885
356,18.0,44,0.36665592916600076
357,19.0,44,0.3687625178959948
358,20.0,44,0.373446733740991
359,21.0,44,0.36879597644200146
360,22.0,44,0.3675286695839972
361,23.0,44,0.3527954504129909
362,24.0,44,0.3414147789999973
363,25.0,44,0.319543620999994
364,14.0,45,0.30892944200000017
365,15.0,45,0.32904824599999216
366,16.0,45,0.3473385659999906
367,17.0,45,0.36125285735699464
368,18.0,45,0.3717550104389957
369,19.0,45,0.37759622187899566
370,20.0,45,0.38079058262999155
371,21.0,45,0.3800505355189969
372,22.0,45,0.3769895743019944
373,23.0,45,0.3688695283619978
374,24.0,45,0.35550444999999087
375,25.0,45,0.33997712600000085
376,26.0,45,0.3196002229999948
377,15.0,46,0.33017187999998754
378,16.0,46,0.35136040299999394
379,17.0,46,0.36472766389399425
380,18.0,46,0.37975546383599834
381,19.0,46,0.38439514529599705
382,20.0,46,0.39111672709399414
383,21.0,46,0.3887394913460014
384,22.0,46,0.39010486256399446
385,23.0,46,0.3820562308409876
386,24.0,46,0.37345593786099585
387,25.0,46,0.35541116099999215
388,26.0,46,0.3407906309999902
389,15.0,47,0.33220510099999245
390,16.0,47,0.3528033699999895
391,17.0,47,0.3685753350000027
392,18.0,47,0.3833538187279899
393,19.0,47,0.3926930392279928
394,20.0,47,0.39832220424599285
395,21.0,47,0.39931332463599034
396,22.0,47,0.3989137758789951
397,23.0,47,0.39498478750199695
398,24.0,47,0.3865447596549956
399,25.0,47,0.3735544059999967
400,26.0,47,0.3571258739999976
401,27.0,47,0.33838566899999023
402,16.0,48,0.35561676899999384
403,17.0,48,0.37127794499999567
404,18.0,48,0.38834306900000115
405,19.0,48,0.39726735769599486
406,20.0,48,0.40820140912599356
407,21.0,48,0.4074804773069971
408,22.0,48,0.4104672297129994
409,23.0,48,0.405454412099985
410,24.0,48,0.40279859973900045
411,25.0,48,0.3882811044399972
412,26.0,48,0.37599902299999144
413,27.0,48,0.355271132999988
414,28.0,48,0.3378315349999994
415,16.0,49,0.3556194789999978
416,17.0,49,0.3742607860000007
417,18.0,49,0.39105126499999443
418,19.0,49,0.40259578895699377
419,20.0,49,0.4132780961249978
420,21.0,49,0.41753774897099305
421,22.0,49,0.41853825197899397
422,23.0,49,0.41693671612099337
423,24.0,49,0.4133083066799941
424,25.0,49,0.4045999711499988
425,26.0,49,0.3907376009999908
426,27.0,49,0.37477456899999595
427,28.0,49,0.35547483299999527
428,17.0,50,0.37530435400000073
429,18.0,50,0.3952229930000044
430,19.0,50,0.40671420603499797
431,20.0,50,0.4195682308349902
432,21.0,50,0.4235134961529994
433,22.0,50,0.42940458591800024
434,23.0,50,0.42619712998898507
435,24.0,50,0.42623470342100234
436,25.0,50,0.41760427583299276
437,26.0,50,0.4084581719999889
438,27.0,50,0.3905800729999953
439,28.0,50,0.37545773399999405
440,17.0,51,0.3767175289999969
441,18.0,51,0.39648627699999395
442,19.0,51,0.4115035138159939
443,20.0,51,0.42431303774699813
444,21.0,51,0.4302274118219884
445,22.0,51,0.4357065852919959
446,23.0,51,0.43717541481599653
447,24.0,51,0.4354234237719936
448,25.0,51,0.4312176351299968
449,26.0,51,0.4221678674529983
450,27.0,51,0.4083276429999927
451,28.0,51,0.3916440169999973
452,17.0,52,0.3766522759999944
453,18.0,52,0.3993788109999983
454,19.0,52,0.41412853799999283
455,20.0,52,0.4302480955739938
456,21.0,52,0.43550206572999883
457,22.0,52,0.44345145312099277
458,23.0,52,0.44441574488399027
459,24.0,52,0.44739011126600303
460,25.0,52,0.4416844872099901
461,26.0,52,0.43830645811598856
462,27.0,52,0.42332576145599177
463,28.0,52,0.41054788900000005
464,29.0,52,0.38887875799998994
465,18.0,53,0.39921300999999687
466,19.0,53,0.4172891999999919
467,20.0,53,0.4333721189999977
468,21.0,53,0.44174898993699685
469,22.0,53,0.4488565652659915
470,23.0,53,0.4528241708599978
471,24.0,53,0.4552582909759977
472,25.0,53,0.4536613402929959
473,26.0,53,0.4489204594009948
474,27.0,53,0.4396367481819894
475,28.0,53,0.4256151099999954
476,29.0,53,0.40813268599999475
477,18.0,54,0.4014463959999972
478,19.0,54,0.4181474989999998
479,20.0,54,0.437147240999991
480,21.0,54,0.4454196667710022
481,22.0,54,0.4557195479999905
482,23.0,54,0.45887179962099367
483,24.0,54,0.4649051787709979
484,25.0,54,0.4625287762679946
485,26.0,54,0.46222477604099055
486,27.0,54,0.4529846011749896
487,28.0,54,0.44325747699999596
488,29.0,54,0.4242286619999902
489,30.0,54,0.4076986509999898
490,19.0,55,0.42052984499999013
491,20.0,55,0.4386404819999896
492,21.0,55,0.44982574795299257
493,22.0,55,0.4598102789999885
494,23.0,55,0.46609907799999206
495,24.0,55,0.47108109095299255
496,25.0,55,0.47268192976000023
497,26.0,55,0.47145093190199816
498,27.0,55,0.46700133670398714
499,28.0,55,0.45731191337399224
500,29.0,55,0.4426186219999977
501,30.0,55,0.42426198899998724
502,19.0,56,0.42102412299999514
503,20.0,56,0.44150322399999453
504,21.0,56,0.4525023141589912
505,22.0,56,0.4654020845749969
506,23.0,56,0.4711589036579866
507,24.0,56,0.47925580241300025
508,25.0,56,0.4798814783039944
509,26.0,56,0.48257501505298706
510,27.0,56,0.4770107922079916
511,28.0,56,0.47387905450899126
512,29.0,56,0.45760924218198795
513,30.0,56,0.4433762669999908
514,31.0,56,0.4208375819999972
515,19.0,57,0.4228776609999869
516,20.0,57,0.4425561019999904
517,21.0,57,0.45636831199998795
518,22.0,57,0.4683836007619888
519,23.0,57,0.4774114929999982
520,24.0,57,0.4844971237279978
521,25.0,57,0.4884557861359937
522,26.0,57,0.49015009454999614
523,27.0,57,0.4883141785109899
524,28.0,57,0.4840542121859954
525,29.0,57,0.47428392033399547
526,30.0,57,0.4585328639999915
527,31.0,57,0.4404015329999922
528,19.0,58,0.4230814669999958
529,20.0,58,0.4455296329999925
530,21.0,58,0.45847135799999705
531,22.0,58,0.47290126881100036
532,23.0,58,0.4814091379649881
533,24.0,58,0.49196422956899966
534,25.0,58,0.494797955366991
535,26.0,58,0.5001223016749918
536,27.0,58,0.49681554714799603
537,28.0,58,0.49619692384999325
538,29.0,58,0.48664044452699073
539,30.0,58,0.47627643442399403
540,31.0,58,0.45652730099999417
541,32.0,58,0.4395755469999898
542,19.0,59,0.42426561599998536
543,20.0,59,0.4461933529999911
544,21.0,59,0.46182380599999107
545,22.0,59,0.47586597299999056
546,23.0,59,0.4865906676669951
547,24.0,59,0.49609040839398943
548,25.0,59,0.502495875659001
549,26.0,59,0.5066327789479956
550,27.0,59,0.507196829155987
551,28.0,59,0.5051243934979937
552,29.0,59,0.4993285601970001
553,30.0,59,0.48919063413399755
554,31.0,59,0.4747422329999935
555,32.0,59,0.4563613939999982
556,20.0,60,0.449005820999993
557,21.0,60,0.463547934999994
558,22.0,60,0.48008797499999645
559,23.0,60,0.4900698508349919
560,24.0,60,0.5028836182639935
561,25.0,60,0.5079398496059966
562,26.0,60,0.5153805981809896
563,27.0,60,0.5146177359839967
564,28.0,60,0.5164390449009915
565,29.0,60,0.5093143143029906
566,30.0,60,0.5041457338729955
567,31.0,60,0.4885693619999927
568,32.0,60,0.4755157049999923
569,33.0,60,0.45263720499999494
570,20.0,61,0.4490001519999893
571,21.0,61,0.4665000529999901
572,22.0,61,0.48236139399998734
573,23.0,61,0.49516111450098776
574,24.0,61,0.5064739609699913
575,25.0,61,0.5147146843289931
576,26.0,61,0.5208892496289863
577,27.0,61,0.5238648151389924
578,28.0,61,0.5241879635109896
579,29.0,61,0.5209511838749918
580,30.0,61,0.5143190165159908
581,31.0,61,0.504109660408993
582,32.0,61,0.4897720250000006
583,33.0,61,0.47219091499999166
584,21.0,62,0.46769351199998965
585,22.0,62,0.4861933069999935
586,23.0,62,0.49819979036398365
587,24.0,62,0.5128309414799972
588,25.0,62,0.519498225496001
589,26.0,62,0.5288468258209917
590,27.0,62,0.530391817661986
591,28.0,62,0.5347110349569988
592,29.0,62,0.5297542384069871
593,30.0,62,0.5271356427709932
594,31.0,62,0.5169594460909934
595,32.0,62,0.5061175089999921
596,33.0,62,0.4874070959999912
597,21.0,63,0.46993713899998824
598,22.0,63,0.4878569209999881
599,23.0,63,0.5027286089999876
600,24.0,63,0.5161591089999931
601,25.0,63,0.5258621903679881
602,26.0,63,0.5336061181619911
603,27.0,63,0.5388187444699923
604,28.0,63,0.5414781414489838
605,29.0,63,0.540545082210997
606,30.0,63,0.5361804286599963
607,31.0,63,0.5295171053859988
608,32.0,63,0.5188963319999971
609,33.0,63,0.5044824839999933
610,34.0,63,0.4868408589999973
611,22.0,64,0.49147935899999595
612,23.0,64,0.5053111199999876
613,24.0,64,0.5216221339999905
614,25.0,64,0.5299662374609966
615,26.0,64,0.5409403945089863
616,27.0,64,0.5447607261439913
617,28.0,64,0.5510634417319906
618,29.0,64,0.5483897150689856
619,30.0,64,0.5479690065439939
620,31.0,64,0.5398016192539927
621,32.0,64,0.5342866919279885
622,33.0,64,0.5185116399999927
623,34.0,64,0.5048453849999959
624,22.0,65,0.4927929169999814
625,23.0,65,0.5091039309999914
626,24.0,65,0.5242949519999982
627,25.0,65,0.5359456136809797
628,26.0,65,0.5451907342869831
629,27.0,65,0.5521538118989966
630,28.0,65,0.5570912513649873
631,29.0,65,0.5582279978439857
632,30.0,65,0.5558770628459939
633,31.0,65,0.5516242512559941
634,32.0,65,0.5444482653839984
635,33.0,65,0.5339121589999891
636,34.0,65,0.5190020879999935
637,35.0,65,0.5014814929999929
638,23.0,66,0.5112963529999988
639,24.0,66,0.5291267589999933
640,25.0,66,0.5397308984769964
641,26.0,66,0.552041289101993
642,27.0,66,0.5573786200669844
643,28.0,66,0.5659712809770028
644,29.0,66,0.5652231434759898
645,30.0,66,0.566862682090985
646,31.0,66,0.5606899278539927
647,32.0,66,0.5575743625559895
648,33.0,66,0.5469974876819919
649,34.0,66,0.5356380439999953
650,35.0,66,0.5165570929999816
651,23.0,67,0.514742831999996
652,24.0,67,0.5312595969999876
653,25.0,67,0.5445625499999878
654,26.0,67,0.5556841699999922
655,27.0,67,0.5642924391249977
656,28.0,67,0.5717088764969844
657,29.0,67,0.5742838448099832
658,30.0,67,0.573844370117996
659,31.0,67,0.571843681043994
660,32.0,67,0.5666404739309954
661,33.0,67,0.5595572165899938
662,34.0,67,0.548555585999992
663,35.0,67,0.5335123819999907
664,36.0,67,0.515543044999994
665,24.0,68,0.535681763999996
666,25.0,68,0.5479047569999977
667,26.0,68,0.5618733749999834
668,27.0,68,0.5686151976689757
669,28.0,68,0.5794301593029942
670,29.0,68,0.5805322642029935
671,30.0,68,0.5839700200079889
672,31.0,68,0.5800504701090006
673,32.0,68,0.5789432710449915
674,33.0,68,0.5698632877629777
675,34.0,68,0.5641607052839959
676,35.0,68,0.5477705639999968
677,36.0,68,0.533612741000006
678,24.0,69,0.5376246780000002
679,25.0,69,0.5523464749999931
680,26.0,69,0.5651783419999816
681,27.0,69,0.5753587209999864
682,28.0,69,0.5839468414229856
683,29.0,69,0.5887013524229872
684,30.0,69,0.5903816148399983
685,31.0,69,0.5902910454319823
686,32.0,69,0.5870650812229883
687,33.0,69,0.582078704940983
688,34.0,69,0.5744047793049845
689,35.0,69,0.5632349402900019
690,36.0,69,0.548123223999994
691,24.0,70,0.5416372049999865
692,25.0,70,0.5554391739999858
693,26.0,70,0.5708703929999928
694,27.0,70,0.5795002845999875
695,28.0,70,0.5911824596999935
696,29.0,70,0.593942975381978
697,30.0,70,0.5995278480749846
698,31.0,70,0.5978735980659877
699,32.0,70,0.5985246073979908
700,33.0,70,0.591299848297993
701,34.0,70,0.5878970499489924
702,35.0,70,0.5763983491489881
703,36.0,70,0.5650785130000031
704,25.0,71,0.5596109019999886
705,26.0,71,0.5739128179999966
706,27.0,71,0.5853463946869937
707,28.0,71,0.595376846377988
708,29.0,71,0.6016778703389889
709,30.0,71,0.6052930728819916
710,31.0,71,0.6071019222259793
711,32.0,71,0.6058695762799999
712,33.0,71,0.6028572439859943
713,34.0,71,0.597113019738984
714,35.0,71,0.5894724555569866
715,36.0,71,0.5783026379549909
716,37.0,71,0.563273114999987
717,25.0,72,0.5621636209999963
718,26.0,72,0.579234330999995
719,27.0,72,0.5892787839999727
720,28.0,72,0.6021973047559896
721,29.0,72,0.6067512951139946
722,30.0,72,0.61410934761399
723,31.0,72,0.6135519021880071
724,32.0,72,0.6165474078559896
725,33.0,72,0.6111936170789818
726,34.0,72,0.6098321889139982
727,35.0,72,0.6000304218139831
728,36.0,72,0.5939119700140054
729,37.0,72,0.5773097189999987
730,25.0,73,0.5656966829999845
731,26.0,73,0.5819769739999856
732,27.0,73,0.5949494219999991
733,28.0,73,0.6060815799889809
734,29.0,73,0.6139561559439954
735,30.0,73,0.6195586180199939
736,31.0,73,0.62266237291999
737,32.0,73,0.6232597138259877
738,33.0,73,0.6219151209339913
739,34.0,73,0.6181912057889889
740,35.0,73,0.6126120264289909
741,36.0,73,0.6045217613170024
742,37.0,73,0.5929872049139817
743,38.0,73,0.5779332999999838
744,26.0,74,0.5866486489999829
745,27.0,74,0.5985225169999779
746,28.0,74,0.6126745419999935
747,29.0,74,0.6189765053399867
748,30.0,74,0.6277218409399836
749,31.0,74,0.6290135300249915
750,32.0,74,0.6333835054399799
751,33.0,74,0.6298224771239944
752,34.0,74,0.6301749063769932
753,35.0,74,0.6222535302509868
754,36.0,74,0.618298781103988
755,37.0,74,0.6068884778229773
756,38.0,74,0.5948057299999903
757,26.0,75,0.5886921110000003
758,27.0,75,0.6035442479999915
759,28.0,75,0.6162169139999918
760,29.0,75,0.6254413263729788
761,30.0,75,0.6325257328359868
762,31.0,75,0.6374243253959833
763,32.0,75,0.6398188575300026
764,33.0,75,0.6399954627779891
765,34.0,75,0.6381312080299892
766,35.0,75,0.6340703630539934
767,36.0,75,0.6282895123359964
768,37.0,75,0.6201883507999923
769,38.0,75,0.6085939739229929
770,39.0,75,0.592802959999986
771,26.0,76,0.5925845389999864
772,27.0,76,0.60664625699998
773,28.0,76,0.6221677829999948
774,29.0,76,0.6299545852059936
775,30.0,76,0.6402699759639887
776,31.0,76,0.6432614820560048
777,32.0,76,0.6491740630250007
778,33.0,76,0.6472530377589862
779,34.0,76,0.6492120434379984
780,35.0,76,0.6432517946059875
781,36.0,76,0.6409770982670011
782,37.0,76,0.6314470081389914
783,38.0,76,0.6242188704399894
784,39.0,76,0.6072296529999761
785,27.0,77,0.6108980509999924
786,28.0,77,0.6253303069999845
787,29.0,77,0.6358369093310046
788,30.0,77,0.6447580195929845
789,31.0,77,0.6509573476309782
790,32.0,77,0.6551750961669853
791,33.0,77,0.6568771262949866
792,34.0,77,0.6565599263499848
793,35.0,77,0.6541959713169945
794,36.0,77,0.6501322309309927
795,37.0,77,0.6437961113309854
796,38.0,77,0.6357727823259864
797,39.0,77,0.6234140739999816
798,40.0,77,0.6075832439999829
799,27.0,78,0.612312156999991
800,28.0,78,0.6308612950000025
801,29.0,78,0.639765716155992
802,30.0,78,0.6514527510759791
803,31.0,78,0.6566702949260019
804,32.0,78,0.663823939858986
805,33.0,78,0.6637783451989918
806,34.0,78,0.6669850938360042
807,35.0,78,0.6624132062019896
808,36.0,78,0.6621389365289758
809,37.0,78,0.653899922753979
810,38.0,78,0.6491404395509903
811,39.0,78,0.637145309999994
812,40.0,78,0.6248280739999927
813,28.0,79,0.6321450609999886
814,29.0,79,0.6453855438999767
815,30.0,79,0.655403959622987
816,31.0,79,0.6635151771579899
817,32.0,79,0.6694902999139885
818,33.0,79,0.6725970219109882
819,34.0,79,0.673877196387977
820,35.0,79,0.6730277186059794
821,36.0,79,0.6704028024109903
822,37.0,79,0.6657652215549916
823,38.0,79,0.6594449317479985
824,39.0,79,0.6507722739999906
825,40.0,79,0.6387455099999926
826,41.0,79,0.6226335179999865
827,28.0,80,0.6352275189999972
828,29.0,80,0.6476599869999973
829,30.0,80,0.6616212231009939
830,31.0,80,0.6681922603369941
831,32.0,80,0.677498430336982
832,33.0,80,0.6791762963599837
833,34.0,80,0.6837182405089948
834,35.0,80,0.6808487710959952
835,36.0,80,0.6818521378599911
836,37.0,80,0.675137192497985
837,38.0,80,0.6722741721219876
838,39.0,80,0.6621157277499918
839,40.0,80,0.6547306969999767
840,41.0,80,0.6374000259999946
841,28.0,81,0.6360811629999858
842,29.0,81,0.6508932670000007
843,30.0,81,0.6641751635729918
844,31.0,81,0.6745973940289929
845,32.0,81,0.682256531928985
846,33.0,81,0.687494839871988
847,34.0,81,0.6903484993109998
848,35.0,81,0.6909356885930009
849,36.0,81,0.6896549865069943
850,37.0,81,0.6864166790999775
851,38.0,81,0.6814901931169857
852,39.0,81,0.6746780625269935
853,40.0,81,0.6654939049999911
854,41.0,81,0.6533358699999923
855,42.0,81,0.6374435939999898
856,28.0,82,0.638713948000003
857,29.0,82,0.6527160819999835
858,30.0,82,0.6682915156929852
859,31.0,82,0.6779026496389946
860,32.0,82,0.6893803771390026
861,33.0,82,0.6930682414389793
862,34.0,82,0.6995527366389922
863,35.0,82,0.6984575688879886
864,36.0,82,0.700549045923907
865,37.0,82,0.6951473995869719
866,38.0,82,0.6939697443049937
867,39.0,82,0.6850279940409933
868,40.0,82,0.6795803202929847
869,41.0,82,0.6667822199999875
870,42.0,82,0.6543486089999817
871,29.0,83,0.6553795899999812
872,30.0,83,0.6702708290000032
873,31.0,83,0.6822310006999857
874,32.0,83,0.6929440978999963
875,33.0,83,0.7006323760999891
876,34.0,83,0.7053005796759777
877,35.0,83,0.7079718096649827
878,36.0,83,0.7079482136039985
879,37.0,83,0.7060286974889749
880,38.0,83,0.7027568796680015
881,39.0,83,0.6971673717939808
882,40.0,83,0.689876697893979
883,41.0,83,0.6805823499999946
884,42.0,83,0.6683153879999821
885,43.0,83,0.6523030129999938
886,29.0,84,0.6567126989999963
887,30.0,84,0.6738132009999873
888,31.0,84,0.6850707469999975
889,32.0,84,0.6981175912099928
890,33.0,84,0.7048186370099927
891,34.0,84,0.713907445508994
892,35.0,84,0.7147418357729833
893,36.0,84,0.7183956160885145
894,37.0,84,0.7147166673869947
895,38.0,84,0.714606801141997
896,39.0,84,0.7068552431399837
897,40.0,84,0.7033838077469738
898,41.0,84,0.6921613830590019
899,42.0,84,0.6841413740000064
900,43.0,84,0.6666803629999976
901,30.0,85,0.6750867259999893
902,31.0,85,0.6887229769999834
903,32.0,85,0.7010952484019839
904,33.0,85,0.7101556344019997
905,34.0,85,0.7183752343019876
906,35.0,85,0.7235337993020039
907,36.0,85,0.7254371209399864
908,37.0,85,0.7251237557467363
909,38.0,85,0.7230602698289772
910,39.0,85,0.7188008406909887
911,40.0,85,0.7131363817309904
912,41.0,85,0.7052445266839982
913,42.0,85,0.6954792547839901
914,43.0,85,0.6828256819999865
915,44.0,85,0.6666140729999768
916,30.0,86,0.6780509469999743
917,31.0,86,0.6907422329999946
918,32.0,86,0.7053737229999939
919,33.0,86,0.7139308737079801
920,34.0,86,0.7244657775079872
921,35.0,86,0.7285921428079973
922,36.0,86,0.7352215084228959
923,37.0,86,0.733703110566978
924,38.0,86,0.7344782652763513
925,39.0,86,0.728241045554995
926,40.0,86,0.7259276661659868
927,41.0,86,0.716097389983986
928,42.0,86,0.7100769203479729
929,43.0,86,0.6965429529999767
930,44.0,86,0.6837490449999848
931,31.0,87,0.6938544829999813
932,32.0,87,0.7075670760000037
933,33.0,87,0.7185884124039887
934,34.0,87,0.7283908985039886
935,35.0,87,0.7348524911039789
936,36.0,87,0.7406667193709922
937,37.0,87,0.7435529275009856
938,38.0,87,0.7428350525832599
939,39.0,87,0.739974350899999
940,40.0,87,0.735305058321984
941,41.0,87,0.7288353076369845
942,42.0,87,0.7208493396619957
943,43.0,87,0.710659450764993
944,44.0,87,0.6977055830000012
945,31.0,88,0.695378446999996
946,32.0,88,0.7114986059999922
947,33.0,88,0.721422959999984
948,34.0,88,0.7338503168099919
949,35.0,88,0.7396784570099868
950,36.0,88,0.747649024651011
951,37.0,88,0.7495651857099972
952,38.0,88,0.7538749924569856
953,39.0,88,0.7492543139059933
954,40.0,88,0.7475845143349886
955,41.0,88,0.7391311508439884
956,42.0,88,0.7346479977509972
957,43.0,88,0.7226375895589854
958,44.0,88,0.7143108159999798
959,45.0,88,0.6958406009999862
960,32.0,89,0.7130225699999926
961,33.0,89,0.7255053119999957
962,34.0,89,0.7369611070019744
963,35.0,89,0.7452380565020036
964,36.0,89,0.7524951969810019
965,37.0,89,0.7566690553839948
966,38.0,89,0.760163297751987
967,39.0,89,0.7606646767639944
968,40.0,89,0.7568329518189927
969,41.0,89,0.7515829880239977
970,42.0,89,0.7449751532809898
971,43.0,89,0.7363591077809843
972,44.0,89,0.7263384625809834
973,45.0,89,0.7126264479999946
974,32.0,90,0.716455083999989
975,33.0,90,0.7279686549999838
976,34.0,90,0.7417706239999973
977,35.0,90,0.7489663585119928
978,36.0,90,0.7589194981009939
979,37.0,90,0.762323474432975
980,38.0,90,0.7679053530299882
981,39.0,90,0.7674510316809915
982,40.0,90,0.7687254590949948
983,41.0,90,0.761617683868991
984,42.0,90,0.7581299876299852
985,43.0,90,0.7476871814109813
986,44.0,90,0.740849384081983
987,45.0,90,0.7266062610000006
988,46.0,90,0.7136885299999989
989,33.0,91,0.7314803040000015
990,34.0,91,0.7445532999999784
991,35.0,91,0.7540748875729832
992,36.0,91,0.7629363263209967
993,37.0,91,0.7687038100089865
994,38.0,91,0.7736075779979927
995,39.0,91,0.7753055173119918
996,40.0,91,0.7758489691449881
997,41.0,91,0.7735920716639839
998,42.0,91,0.7681652281099929
999,43.0,91,0.7609463510679859
1000,44.0,91,0.7522036355699981
1001,45.0,91,0.7415384869999855
1002,46.0,91,0.7281450149999813
1003,33.0,92,0.7333636339999856
1004,34.0,92,0.7486989599999987
1005,35.0,92,0.7572029850549882
1006,36.0,92,0.7687328513480054
1007,37.0,92,0.7737327879129907
1008,38.0,92,0.7808234153179825
1009,39.0,92,0.7817715048879847
1010,40.0,92,0.7844121021839783
1011,41.0,92,0.7814074320199893
1012,42.0,92,0.7807625405569922
1013,43.0,92,0.7718838376129895
1014,44.0,92,0.7662617987369913
1015,45.0,92,0.7539656787479885
1016,46.0,92,0.7447500385249839
1017,47.0,92,0.7265099899999825
1018,34.0,93,0.7508383149999815
1019,35.0,93,0.7618621799999943
1020,36.0,93,0.7721019828679943
1021,37.0,93,0.7795813800459825
1022,38.0,93,0.786043363665982
1023,39.0,93,0.7891824779459995
1024,40.0,93,0.7910758146089876
1025,41.0,93,0.7901665787299947
1026,42.0,93,0.7887610332679884
1027,43.0,93,0.7845617681429928
1028,44.0,93,0.7771757644979829
1029,45.0,93,0.7679752036819991
1030,46.0,93,0.7569505233939964
1031,47.0,93,0.743374971999998
1032,34.0,94,0.7547838100000064
1033,35.0,94,0.7646243739999932
1034,36.0,94,0.7773152391879847
1035,37.0,94,0.7835264235109918
1036,38.0,94,0.792803898228982
1037,39.0,94,0.7953077902780024
1038,40.0,94,0.7992230410870036
1039,41.0,94,0.7973232500689846
1040,42.0,94,0.7983671814339885
1041,43.0,94,0.7931136910109728
1042,44.0,94,0.7905397973399886
1043,45.0,94,0.7798689510500054
1044,46.0,94,0.7720672177339907
1045,47.0,94,0.757374335999998
1046,48.0,94,0.7444184339999822
1047,34.0,95,0.7564436999999913
1048,35.0,95,0.7688268249999908
1049,36.0,95,0.7801291316179828
1050,37.0,95,0.7888553565809957
1051,38.0,95,0.7970774394579934
1052,39.0,95,0.8021648620929938
1053,40.0,95,0.8056145030439978
1054,41.0,95,0.8057402365899833
1055,42.0,95,0.8056653470839876
1056,43.0,95,0.8029757263889934
1057,44.0,95,0.7994134896350005
1058,45.0,95,0.7932990616169917
1059,46.0,95,0.7839288009139835
1060,47.0,95,0.7728744719999838
1061,48.0,95,0.7590313269999882
1062,35.0,96,0.771189619999987
1063,36.0,96,0.7850535256369966
1064,37.0,96,0.7923218064619988
1065,38.0,96,0.8028795691049879
1066,39.0,96,0.8072884370449884
1067,40.0,96,0.8133935404349728
1068,41.0,96,0.8125574234339865
1069,42.0,96,0.8147477891299957
1070,43.0,96,0.8107761255750034
1071,44.0,96,0.8100347247899862
1072,45.0,96,0.8026454626449748
